1) UDELCC17100012 - Admission Number does not exist. In excel file row number : 1069
871) 02-02-19 - Cheque amount is not valid. In excel file row number : 3796
872) 08-08-18 - Cheque amount is not valid. In excel file row number : 3799
873) 30-05-18 - Cheque amount is not valid. In excel file row number : 3800
874) 28-08-18 - Cheque amount is not valid. In excel file row number : 3801
875) 30-08-18 - Cheque amount is not valid. In excel file row number : 3804
876) 09-08-18 - Cheque amount is not valid. In excel file row number : 3805
877) 09-08-18 - Cheque amount is not valid. In excel file row number : 3806
878) 23-08-18 - Cheque amount is not valid. In excel file row number : 3807
879) 14-08-18 - Cheque amount is not valid. In excel file row number : 3810
880) 06-09-18 - Cheque amount is not valid. In excel file row number : 3811
881) 30-08-18 - Cheque amount is not valid. In excel file row number : 3812
882) 06-09-18 - Cheque amount is not valid. In excel file row number : 3813
883) 29-08-18 - Cheque amount is not valid. In excel file row number : 3814
884) 04-09-18 - Cheque amount is not valid. In excel file row number : 3815
885) 11-09-18 - Cheque amount is not valid. In excel file row number : 3816
886) 07-06-18 - Cheque amount is not valid. In excel file row number : 3817
887) 28-05-18 - Cheque amount is not valid. In excel file row number : 3818
888) 28-05-18 - Cheque amount is not valid. In excel file row number : 3819
889) 27-12-18 - Cheque amount is not valid. In excel file row number : 3821
890) 29-12-18 - Cheque amount is not valid. In excel file row number : 3822
891) 17-12-18 - Cheque amount is not valid. In excel file row number : 3823
892) 31-12-18 - Cheque amount is not valid. In excel file row number : 3824
893) 29-12-18 - Cheque amount is not valid. In excel file row number : 3825
894) 02-01-19 - Cheque amount is not valid. In excel file row number : 3826
895) 03-01-19 - Cheque amount is not valid. In excel file row number : 3827
896) 01-09-18 - Cheque amount is not valid. In excel file row number : 3828
897) 15-09-18 - Cheque amount is not valid. In excel file row number : 3829
898) 01-09-18 - Cheque amount is not valid. In excel file row number : 3830
899) 05-01-19 - Cheque amount is not valid. In excel file row number : 3831
900) 20-12-18 - Cheque amount is not valid. In excel file row number : 3832
901) 10-12-18 - Cheque amount is not valid. In excel file row number : 3833
902) 09-01-19 - Cheque amount is not valid. In excel file row number : 3834
903) 06-01-19 - Cheque amount is not valid. In excel file row number : 3835
904) 28-12-18 - Cheque amount is not valid. In excel file row number : 3836
905) 07-12-18 - Cheque amount is not valid. In excel file row number : 3837
906) 15-12-18 - Cheque amount is not valid. In excel file row number : 3838
907) 17-12-18 - Cheque amount is not valid. In excel file row number : 3839
908) 05-01-19 - Cheque amount is not valid. In excel file row number : 3840
909) 26-01-19 - Cheque amount is not valid. In excel file row number : 3841
910) 30-01-19 - Cheque amount is not valid. In excel file row number : 3842
911) 06-02-19 - Cheque amount is not valid. In excel file row number : 3844
912) 15-03-19 - Cheque amount is not valid. In excel file row number : 3845
913) 22-02-19 - Cheque amount is not valid. In excel file row number : 3846
914) 14-02-19 - Cheque amount is not valid. In excel file row number : 3847
915) 02-03-19 - Cheque amount is not valid. In excel file row number : 3848
916) 28-02-19 - Cheque amount is not valid. In excel file row number : 3849
917) 08-03-19 - Cheque amount is not valid. In excel file row number : 3850
918) 11-03-19 - Cheque amount is not valid. In excel file row number : 3851
919) 11-03-19 - Cheque amount is not valid. In excel file row number : 3852
920) 11-03-19 - Cheque amount is not valid. In excel file row number : 3853
921) 11-06-18 - Cheque amount is not valid. In excel file row number : 3854
922) 30-06-18 - Cheque amount is not valid. In excel file row number : 3855
923) 26-06-18 - Cheque amount is not valid. In excel file row number : 3856
924) 05-06-18 - Cheque amount is not valid. In excel file row number : 3857
925) 29-06-18 - Cheque amount is not valid. In excel file row number : 3859
926) 05-10-18 - Cheque amount is not valid. In excel file row number : 3860
927) 15-10-18 - Cheque amount is not valid. In excel file row number : 3861
928) 17-12-18 - Cheque amount is not valid. In excel file row number : 3862
929) 24-12-18 - Cheque amount is not valid. In excel file row number : 3863
930) 28-01-19 - Cheque amount is not valid. In excel file row number : 3864
931) 24-01-19 - Cheque amount is not valid. In excel file row number : 3868
932) 04-02-19 - Cheque amount is not valid. In excel file row number : 3869
933) 12-02-19 - Cheque amount is not valid. In excel file row number : 3871
934) 12-02-19 - Cheque amount is not valid. In excel file row number : 3872
935) 01-02-19 - Cheque amount is not valid. In excel file row number : 3873
936) 11-02-19 - Cheque amount is not valid. In excel file row number : 3874
937) 14-01-19 - Cheque amount is not valid. In excel file row number : 3875
938) 19-01-19 - Cheque amount is not valid. In excel file row number : 3876
939) 10-12-18 - Cheque amount is not valid. In excel file row number : 3877
940) 10-12-18 - Cheque amount is not valid. In excel file row number : 3878
941) 20-02-19 - Cheque amount is not valid. In excel file row number : 3879
942) 28-02-19 - Cheque amount is not valid. In excel file row number : 3880
943) 08-03-19 - Cheque amount is not valid. In excel file row number : 3882
944) 26-02-19 - Cheque amount is not valid. In excel file row number : 3883
945) 16-03-19 - Cheque amount is not valid. In excel file row number : 3885
